delay,amplitude
2.635,0.1495999999999995
3.78,0.09519999999999929
3.024,0.1128000000000009
3.716,0.09440000000000026
1.383,0.22240000000000126
3.68,0.12160000000000082
1.993,0.1775999999999991
3.67,0.08639999999999937
2.224,0.18160000000000043
1.733,0.21200000000000063
2.528,0.12399999999999967
2.113,0.1648000000000014
1.897,0.19680000000000142
3.119,0.11759999999999948
3.658,0.09200000000000053
3.937,0.0832000000000015
3.25,0.0976000000000008
3.89,0.13279999999999959
2.526,0.1504000000000003
2.534,0.1264000000000003
3.526,0.0976000000000008
3.988,0.08000000000000185
2.467,0.13679999999999914
1.436,0.2632000000000012
2.862,0.10960000000000036
2.745,0.11360000000000081
3.739,0.1280000000000001
2.996,0.07840000000000025
1.697,0.2560000000000002
1.685,0.22800000000000065
2.96,0.10720000000000063
2.118,0.12960000000000083
2.63,0.1415999999999995
3.673,0.08479999999999865
2.922,0.1432000000000011
3.78,0.09440000000000026
2.229,0.15439999999999987
1.392,0.21840000000000082
1.887,0.1496000000000004
3.389,0.1120000000000001
1.34,0.30719999999999903
2.442,0.136000000000001
2.228,0.1504000000000003
1.391,0.15120000000000022
2.523,0.14080000000000048
3.206,0.09600000000000009
2.022,0.17200000000000149
2.202,0.16240000000000077
2.365,0.19200000000000017
3.661,0.11760000000000126
1.69,0.20480000000000143
2.464,0.10240000000000116
2.358,0.10960000000000125
1.676,0.21760000000000002
1.843,0.19600000000000062
3.885,0.08399999999999963
3.568,0.08640000000000025
3.29,0.12560000000000127
1.511,0.21600000000000108
2.02,0.1648000000000014
3.881,0.09600000000000009
1.691,0.26560000000000183
2.272,0.14320000000000022
3.876,0.1192000000000002
2.44,0.15360000000000085
1.217,0.3448000000000002
2.586,0.11600000000000144
2.138,0.1736000000000013
2.183,0.12880000000000003
2.361,0.15120000000000022
1.288,0.2472000000000003
3.895,0.08880000000000088
1.934,0.19120000000000115
2.658,0.15119999999999933
3.051,0.11520000000000064
2.955,0.10879999999999956
1.496,0.22240000000000038
2.691,0.10799999999999965
3.961,0.09439999999999937
2.337,0.13280000000000047
2.358,0.1559999999999997
3.473,0.08800000000000008
2.345,0.1296000000000017
3.344,0.1416000000000004
2.523,0.13759999999999994
3.03,0.10719999999999885
2.775,0.14640000000000164
3.443,0.1343999999999994
1.295,0.2616000000000014
1.852,0.19680000000000053
1.881,0.17759999999999998
1.439,0.2392000000000003
3.816,0.1048
2.685,0.13760000000000172
1.287,0.2400000000000002
1.587,0.21679999999999922
3.055,0.1264000000000003
1.332,0.30240000000000045
1.46,0.3183999999999996
2.815,0.12720000000000198
3.087,0.10159999999999947
3.287,0.12239999999999984
3.819,0.08559999999999945
1.316,0.3200000000000012
2.714,0.12319999999999887
3.294,0.13039999999999985
1.966,0.15920000000000023
2.1,0.13679999999999914
1.305,0.29440000000000044
1.404,0.22079999999999966
1.358,0.2759999999999998
2.705,0.11840000000000117
1.694,0.23680000000000057
2.641,0.1488000000000005
2.835,0.10640000000000072
3.619,0.11760000000000037
3.601,0.081599999999999
3.696,0.1344000000000003
1.38,0.19199999999999928
3.91,0.08720000000000017
2.497,0.1512000000000011
1.923,0.18240000000000034
2.804,0.1039999999999992
1.945,0.20000000000000107
3.914,0.0968
3.622,0.1255999999999995
2.146,0.1872000000000007
3.991,0.1111999999999993
2.052,0.1936
3.848,0.08799999999999919
2.004,0.18240000000000034
1.596,0.22800000000000242
2.739,0.1192000000000002
1.742,0.14639999999999986
2.699,0.13120000000000154
3.387,0.0968
3.455,0.10479999999999912
2.722,0.11760000000000037
3.815,0.12160000000000082
3.59,0.08160000000000078
1.528,0.19280000000000008
2.811,0.14480000000000004
1.444,0.25679999999999925
2.931,0.1496000000000004
3.486,0.1296000000000017
1.722,0.21279999999999966
1.903,0.18079999999999963
2.986,0.10800000000000054
1.58,0.22240000000000038
1.679,0.20319999999999983
1.715,0.2392000000000012
1.954,0.18239999999999856
3.496,0.1272000000000002
3.475,0.08480000000000132
3.961,0.1111999999999993
1.622,0.1936
2.327,0.1424000000000003
1.61,0.22479999999999922
3.808,0.09359999999999946
2.976,0.14639999999999898
1.656,0.2088000000000001
3.487,0.13119999999999976
1.971,0.15840000000000032
1.587,0.20640000000000036
3.741,0.11199999999999921
3.314,0.09200000000000141
2.772,0.13759999999999906
3.24,0.11680000000000135
1.246,0.25040000000000084
1.895,0.21600000000000108
3.971,0.08639999999999937
2.546,0.14560000000000173
2.041,0.1863999999999999
3.481,0.0823999999999998
1.568,0.2640000000000011
3.888,0.10320000000000107
3.585,0.07280000000000086
3.432,0.10720000000000063
3.269,0.1120000000000001
3.697,0.09039999999999981
3.597,0.08960000000000168
1.321,0.28720000000000123
3.501,0.11440000000000161
2.678,0.1471999999999989
3.698,0.11840000000000028
1.525,0.24959999999999916
2.047,0.19360000000000088
3.68,0.0895999999999999
3.101,0.12400000000000055
1.496,0.22000000000000064
2.222,0.15840000000000032
1.486,0.1960000000000024
1.219,0.29600000000000115
1.255,0.2743999999999991
2.641,0.1568000000000005
3.794,0.136000000000001
2.089,0.1720000000000006
2.679,0.15919999999999934
1.637,0.20640000000000214
3.098,0.09280000000000133
3.655,0.09520000000000017
1.845,0.2016
1.798,0.17679999999999918
3.275,0.11760000000000037
2.065,0.15440000000000165
2.253,0.1648000000000005
3.492,0.1255999999999995
2.874,0.11359999999999992
