delay,amplitude
2.624,0.8023999999999996
2.624,0.8167999999999997
2.637,0.8447999999999993
2.625,0.8520000000000003
2.637,0.7727999999999993
2.644,0.8863999999999996
2.641,0.7440000000000007
2.623,0.8824000000000005
2.64,0.8144000000000009
2.623,0.8271999999999986
2.641,0.9056000000000015
2.636,0.8168000000000006
2.638,0.805600000000001
2.623,0.7968000000000002
2.642,0.8128000000000011
2.625,0.8664000000000005
2.635,0.7936000000000023
2.623,0.8616000000000001
2.62,0.7976000000000001
2.627,0.8352000000000004
2.636,0.8095999999999997
2.622,0.8056000000000001
2.643,0.8016000000000005
2.644,0.8208000000000002
2.622,0.8023999999999996
2.637,0.7904000000000009
2.627,0.8120000000000003
2.643,0.7904000000000009
2.641,0.8704000000000018
2.639,0.8520000000000003
2.621,0.8384
2.638,0.8744000000000005
2.622,0.8920000000000003
2.635,0.8512000000000004
2.621,0.8815999999999997
2.64,0.8871999999999991
2.626,0.8559999999999999
2.64,0.8407999999999998
2.63,0.8248000000000015
2.64,0.8296000000000001
2.623,0.8696000000000002
2.628,0.8335999999999997
2.625,0.8495999999999988
2.635,0.8584000000000023
2.629,0.8648000000000007
2.631,0.8215999999999983
2.625,0.8879999999999999
2.643,0.8704000000000001
2.628,0.8472
2.63,0.8392
2.631,0.9088000000000003
2.635,0.8208000000000002
2.626,0.8831999999999995
2.624,0.8448000000000011
2.645,0.8432000000000022
2.633,0.8640000000000008
2.634,0.7943999999999987
2.644,0.813600000000001
2.641,0.7912000000000008
2.63,0.8368000000000002
2.64,0.7904000000000009
2.63,0.7991999999999999
2.63,0.7712000000000003
2.637,0.831999999999999
2.631,0.8296000000000001
2.628,0.8240000000000007
2.628,0.7952000000000004
2.632,0.8376000000000001
2.633,0.8528000000000011
2.641,0.8536000000000019
2.645,0.8224
2.642,0.8600000000000012
2.643,0.8624
2.628,0.8263999999999987
2.625,0.863999999999999
2.623,0.8392000000000008
2.64,0.8144
2.639,0.8040000000000003
2.642,0.8655999999999997
2.638,0.8416000000000006
2.644,0.764800000000001
2.621,0.8127999999999993
2.63,0.7976000000000001
2.63,0.8311999999999999
2.634,0.839999999999999
2.621,0.8007999999999997
2.627,0.8336000000000006
2.632,0.7775999999999996
2.622,0.869600000000001
2.643,0.8608000000000002
2.631,0.8136000000000001
2.639,0.8575999999999997
2.644,0.845600000000001
2.634,0.8824000000000014
2.639,0.8831999999999995
2.636,0.8639999999999999
2.633,0.8072000000000008
2.642,0.9456000000000016
2.624,0.8320000000000016
2.624,0.8671999999999986
2.626,0.8351999999999995
2.644,0.7856000000000005
2.625,0.8247999999999998
2.642,0.7992000000000008
2.631,0.8544000000000009
2.621,0.8056000000000001
2.637,0.8400000000000007
2.622,0.8271999999999986
2.634,0.7808000000000019
2.631,0.8879999999999999
2.627,0.8592000000000004
2.637,0.8127999999999984
2.636,0.8664000000000005
2.643,0.8504000000000005
2.633,0.8335999999999997
2.629,0.8120000000000003
2.635,0.8624000000000009
2.63,0.8200000000000003
2.628,0.8136000000000001
2.623,0.8360000000000003
2.636,0.8968000000000007
2.634,0.8440000000000003
2.62,0.8816000000000006
2.635,0.8512000000000004
2.625,0.8655999999999997
