delay,amplitude
3.666,0.5623999999999993
2.614,0.8647999999999989
2.506,0.8608000000000002
2.1,1.0584000000000007
3.261,0.781600000000001
2.322,1.0111999999999988
1.673,1.1951999999999998
2.572,0.9608000000000017
2.028,1.1151999999999997
1.908,1.1184000000000003
1.528,1.2487999999999992
3.566,0.6192000000000002
3.202,0.735199999999999
1.726,1.201600000000001
1.985,1.1248000000000014
3.783,0.4984000000000002
2.685,0.8903999999999987
3.839,0.5168000000000008
3.886,0.5464000000000011
2.125,0.9831999999999992
3.368,0.6456000000000008
2.42,0.9896000000000011
2.411,1.0256000000000007
2.208,0.9528000000000008
3.824,0.5560000000000018
3.575,0.6159999999999997
3.912,0.5640000000000001
3.256,0.6640000000000006
2.442,0.9824000000000002
2.296,0.9928000000000008
2.035,1.129599999999999
1.534,1.2688000000000006
2.313,0.9480000000000004
3.994,0.5288000000000004
3.132,0.7047999999999988
3.182,0.6600000000000019
1.544,1.2848000000000006
2.228,0.9736000000000002
2.287,0.9736000000000002
3.427,0.6463999999999999
3.53,0.6559999999999997
1.864,1.1720000000000006
2.484,0.9512
3.135,0.7176
3.752,0.6208
2.32,1.0384000000000002
1.611,1.2736
3.817,0.605599999999999
2.072,1.0504000000000007
3.383,0.6319999999999997
2.216,1.0296000000000012
2.053,1.0999999999999996
3.67,0.5839999999999996
3.638,0.5728
3.254,0.6960000000000015
1.909,1.1424000000000003
2.059,1.0367999999999995
3.861,0.5263999999999998
1.622,1.2360000000000024
2.343,0.9872000000000005
1.676,1.2416
3.704,0.5279999999999996
2.157,1.0199999999999996
1.901,1.1832000000000011
3.896,0.5215999999999985
3.864,0.5368000000000004
3.496,0.5943999999999994
2.528,0.911999999999999
2.011,1.0848000000000004
1.985,1.098399999999999
2.637,0.9175999999999993
3.086,0.6960000000000006
3.685,0.5352000000000006
3.471,0.629599999999999
1.719,1.2807999999999993
3.103,0.7112000000000016
3.307,0.6879999999999997
2.529,0.950400000000001
2.852,0.8511999999999977
2.883,0.8768000000000011
2.029,1.0680000000000005
2.158,1.0423999999999998
2.517,0.8872000000000009
3.97,0.4880000000000013
1.678,1.2295999999999987
3.214,0.6911999999999994
2.836,0.8671999999999986
1.638,1.1567999999999996
3.691,0.6048
3.423,0.7096000000000009
1.527,1.3328000000000007
3.683,0.7015999999999991
1.591,1.3319999999999999
1.502,1.2863999999999995
3.644,0.6456
3.529,0.6672000000000002
3.873,0.5512000000000006
2.181,1.0152
3.475,0.6775999999999991
2.557,0.9096000000000002
2.414,0.9711999999999978
3.35,0.6744000000000003
2.161,1.0976
1.818,1.1807999999999996
2.859,0.8072000000000008
2.121,1.0872000000000002
2.376,0.9472000000000014
2.651,0.8671999999999995
3.518,0.6216000000000008
2.764,0.8712000000000009
2.933,0.8287999999999993
2.007,1.1287999999999991
3.599,0.6160000000000014
2.329,1.0136000000000012
2.697,0.8575999999999997
1.606,1.2488000000000001
2.407,0.9904000000000002
3.552,0.5344000000000007
2.505,0.8927999999999994
2.289,0.9999999999999991
1.546,1.2807999999999993
2.044,1.0927999999999995
1.822,1.2047999999999996
2.258,1.062400000000002
3.387,0.6448
2.828,0.837600000000001
2.855,0.8264000000000005
2.121,0.992799999999999
3.117,0.7056000000000013
2.236,1.009599999999998
2.595,0.9255999999999993
3.594,0.5768000000000004
3.292,0.6871999999999998
3.491,0.6407999999999987
3.202,0.7047999999999996
3.297,0.710399999999999
3.2,0.8015999999999996
3.709,0.589599999999999
2.324,1.006400000000001
2.401,1.0
2.712,0.8560000000000008
3.811,0.5352000000000006
3.904,0.501599999999998
2.306,1.032
2.872,0.8128000000000002
3.817,0.6056000000000017
1.697,1.248800000000001
1.728,1.1743999999999986
3.763,0.5983999999999989
2.682,0.8928000000000011
2.094,1.0840000000000005
2.664,0.9008000000000003
2.015,1.1328000000000005
2.399,0.8856000000000002
2.064,1.0391999999999992
3.75,0.5792000000000002
2.413,0.9271999999999991
1.969,1.0704000000000002
2.319,1.0376000000000003
1.843,1.152000000000001
3.581,0.5912000000000006
2.374,1.0608000000000013
1.711,1.2120000000000006
3.78,0.5831999999999997
2.442,0.9512
3.238,0.7415999999999991
3.581,0.5968
2.693,0.9016000000000002
3.472,0.6416000000000022
1.679,1.2304000000000004
1.88,1.1239999999999988
2.459,0.9024000000000001
3.129,0.7439999999999998
2.941,0.7320000000000002
2.197,1.0391999999999992
3.735,0.6064000000000007
3.029,0.7376000000000005
2.112,1.0624000000000002
3.688,0.6463999999999999
2.178,1.056
3.761,0.5231999999999983
2.988,0.7928000000000006
3.975,0.48960000000000203
2.497,1.0048000000000004
2.893,0.8024000000000004
2.853,0.8288000000000002
3.157,0.7215999999999987
2.292,0.9568000000000021
3.8,0.5672000000000006
2.313,0.926400000000001
3.581,0.6647999999999987
3.814,0.5567999999999991
3.043,0.6975999999999996
3.565,0.6000000000000014
1.534,1.3152000000000008
3.587,0.6327999999999987
1.537,1.2296000000000005
2.238,0.9288000000000007
3.338,0.684000000000001
3.802,0.5480000000000009
