delay,amplitude
7.715,0.15439999999999987
1.396,0.2607999999999997
1.169,0.3064
6.818,0.22319999999999895
7.603,0.1375999999999995
3.425,0.2856000000000001
7.542,0.18399999999999972
4.874,0.20000000000000018
5.352,0.23919999999999986
2.196,0.2208000000000001
4.807,0.21039999999999992
2.887,0.2440000000000011
4.566,0.2384000000000004
3.291,0.31999999999999806
5.92,0.1983999999999999
4.398,0.22960000000000047
6.556,0.1719999999999997
1.712,0.26640000000000086
5.484,0.236800000000001
5.826,0.18960000000000043
4.635,0.2504000000000004
2.427,0.26400000000000023
5.378,0.2280000000000002
4.238,0.25359999999999916
5.806,0.23280000000000012
3.074,0.25439999999999907
1.048,0.28480000000000016
5.322,0.20720000000000027
4.73,0.17680000000000007
3.525,0.3280000000000003
3.952,0.3104000000000009
2.925,0.2599999999999998
5.991,0.22320000000000162
3.912,0.3455999999999997
3.633,0.29439999999999955
1.008,0.2744
3.27,0.23040000000000038
2.043,0.20400000000000107
2.82,0.2608000000000006
6.674,0.19279999999999964
4.755,0.2216000000000009
4.443,0.24080000000000013
2.283,0.3304
4.221,0.23360000000000003
6.817,0.2064000000000008
2.931,0.24800000000000066
2.061,0.2984
3.962,0.2615999999999996
2.005,0.2767999999999997
3.497,0.3535999999999988
3.473,0.35280000000000067
2.51,0.30160000000000053
1.228,0.2664000000000004
2.577,0.2240000000000002
3.047,0.26800000000000157
2.139,0.22320000000000162
4.066,0.21840000000000126
5.745,0.24719999999999942
3.648,0.34640000000000093
6.151,0.20239999999999947
5.265,0.2568000000000006
7.957,0.13840000000000074
1.25,0.29119999999999857
4.746,0.2239999999999993
3.76,0.29519999999999946
5.362,0.1992000000000007
6.25,0.22239999999999904
2.329,0.2256000000000009
3.067,0.25520000000000165
5.142,0.17040000000000077
5.618,0.20880000000000054
7.476,0.19520000000000026
2.368,0.2119999999999993
4.912,0.18080000000000007
3.111,0.21280000000000143
5.08,0.19519999999999982
2.648,0.23280000000000056
3.2,0.23839999999999995
1.428,0.2687999999999997
7.435,0.21039999999999948
5.36,0.17759999999999954
4.756,0.17600000000000016
3.953,0.27280000000000104
2.687,0.3336000000000001
5.881,0.18000000000000016
5.512,0.21839999999999948
6.548,0.1599999999999997
1.947,0.28719999999999946
4.176,0.24239999999999995
5.556,0.15600000000000014
5.041,0.22960000000000047
3.445,0.21200000000000152
7.627,0.18080000000000007
2.143,0.21520000000000028
5.536,0.2591999999999999
2.419,0.18319999999999936
7.002,0.19839999999999902
4.372,0.23120000000000074
2.378,0.27599999999999936
1.215,0.2648000000000006
1.291,0.26800000000000024
4.349,0.20479999999999965
5.539,0.2704000000000013
7.179,0.17039999999999944
5.745,0.19040000000000035
4.927,0.2576000000000005
3.206,0.27519999999999945
1.807,0.26880000000000015
1.454,0.299199999999999
4.853,0.23519999999999985
5.281,0.19040000000000035
3.48,0.2823999999999991
1.018,0.2824
4.45,0.20880000000000054
3.943,0.3072000000000008
6.531,0.23439999999999905
7.371,0.1688000000000014
5.922,0.1872000000000007
5.062,0.21439999999999992
6.099,0.17919999999999892
1.77,0.2752000000000008
6.734,0.2128000000000001
2.963,0.21679999999999966
7.198,0.16800000000000104
6.173,0.22719999999999985
6.624,0.20319999999999938
3.756,0.32719999999999905
5.193,0.22000000000000064
7.277,0.18799999999999972
6.983,0.1856
1.598,0.2927999999999997
4.048,0.21280000000000054
7.208,0.18320000000000114
4.116,0.19440000000000035
5.848,0.18799999999999928
5.667,0.2176000000000009
5.873,0.24560000000000048
3.586,0.25120000000000076
2.572,0.24880000000000058
6.162,0.21599999999999975
5.879,0.18400000000000016
7.423,0.1608000000000005
3.708,0.3024000000000009
1.854,0.28320000000000034
3.515,0.32319999999999904
4.629,0.2512000000000003
5.126,0.21679999999999922
6.613,0.15359999999999951
6.662,0.2039999999999993
3.946,0.3063999999999991
4.518,0.21119999999999983
1.892,0.22560000000000047
4.485,0.22879999999999967
4.023,0.19120000000000026
2.156,0.2448000000000019
1.949,0.2607999999999988
5.632,0.2088000000000001
7.166,0.1376000000000004
4.83,0.1896
3.884,0.3320000000000003
7.653,0.2280000000000002
3.626,0.33119999999999994
2.731,0.2695999999999996
3.305,0.25760000000000094
4.191,0.18320000000000025
