delay,amplitude
1.895,0.24079999999999835
3.403,0.17279999999999962
2.641,0.1880000000000006
2.256,0.2151999999999985
2.059,0.22960000000000136
2.631,0.2008000000000001
2.779,0.19840000000000124
3.491,0.1640000000000006
1.363,0.30879999999999974
3.639,0.1504000000000012
1.342,0.3055999999999992
3.606,0.14399999999999924
3.01,0.1559999999999988
2.535,0.17279999999999962
2.21,0.19519999999999982
3.295,0.19039999999999946
3.255,0.16720000000000113
3.989,0.1399999999999988
3.53,0.1648000000000014
2.328,0.20400000000000063
3.199,0.14880000000000138
3.489,0.15759999999999952
3.738,0.15600000000000058
1.429,0.2776000000000014
3.138,0.1640000000000006
3.056,0.1368000000000018
1.462,0.30560000000000187
1.786,0.24080000000000013
2.096,0.23440000000000083
1.966,0.21199999999999974
1.906,0.21279999999999966
1.722,0.22640000000000082
3.858,0.14560000000000084
2.53,0.20399999999999885
2.41,0.17359999999999864
1.642,0.18799999999999972
2.677,0.18239999999999945
2.304,0.19840000000000035
1.801,0.23679999999999968
3.895,0.11840000000000028
3.99,0.1432000000000011
3.141,0.14080000000000048
3.835,0.12959999999999905
3.383,0.15280000000000005
3.354,0.14239999999999942
2.17,0.1871999999999998
2.841,0.17999999999999972
2.681,0.1800000000000006
2.269,0.2232000000000003
2.979,0.1783999999999999
1.415,0.25599999999999934
2.938,0.19200000000000017
1.947,0.24400000000000066
3.406,0.1343999999999994
1.979,0.18240000000000123
2.025,0.1936
2.618,0.23600000000000154
3.391,0.1863999999999999
3.012,0.16159999999999997
1.326,0.2999999999999998
2.273,0.16159999999999908
2.882,0.19919999999999938
1.901,0.21199999999999974
1.735,0.2464000000000004
2.281,0.20720000000000027
2.196,0.1991999999999985
3.189,0.1576000000000004
2.788,0.18880000000000052
2.142,0.22560000000000002
3.656,0.16080000000000094
3.285,0.20080000000000098
2.693,0.1888000000000014
2.796,0.1999999999999993
3.866,0.11680000000000046
3.799,0.12799999999999923
2.682,0.1927999999999992
2.719,0.1711999999999998
2.882,0.18480000000000008
2.901,0.19280000000000097
2.059,0.22639999999999993
2.438,0.15840000000000032
2.489,0.17279999999999962
2.086,0.1944000000000008
2.661,0.2096000000000009
2.142,0.24320000000000075
1.237,0.31840000000000046
1.686,0.24080000000000013
3.061,0.16639999999999855
3.438,0.15439999999999987
1.459,0.31759999999999877
1.984,0.19920000000000027
2.351,0.21600000000000108
2.74,0.18959999999999955
1.448,0.3088000000000015
2.891,0.17680000000000007
3.502,0.1200000000000001
1.429,0.2591999999999999
1.379,0.21920000000000162
2.849,0.1943999999999999
3.445,0.1111999999999993
1.64,0.22799999999999887
1.237,0.28799999999999937
3.73,0.15999999999999925
3.995,0.1344000000000003
1.907,0.21999999999999975
2.788,0.14160000000000128
1.988,0.1880000000000006
1.84,0.22399999999999842
2.764,0.20240000000000258
1.365,0.28720000000000123
2.126,0.20720000000000116
3.952,0.12640000000000118
2.354,0.18319999999999848
3.521,0.18160000000000043
1.786,0.24879999999999836
3.602,0.14639999999999986
1.351,0.30959999999999965
1.507,0.19519999999999804
3.534,0.1504000000000012
2.521,0.15840000000000032
2.27,0.19200000000000106
2.283,0.19919999999999938
2.688,0.18320000000000114
3.335,0.16559999999999864
3.283,0.1648000000000005
1.444,0.3151999999999999
1.527,0.2320000000000002
2.169,0.23360000000000003
1.403,0.21440000000000126
2.096,0.1936
1.887,0.2256000000000009
2.179,0.22639999999999993
3.493,0.15280000000000005
2.547,0.17600000000000016
2.46,0.22160000000000046
2.435,0.19280000000000186
1.683,0.2767999999999997
1.465,0.31120000000000037
3.369,0.16959999999999997
3.154,0.1648000000000005
3.628,0.13280000000000047
1.488,0.23999999999999932
2.12,0.20800000000000107
1.476,0.25760000000000005
3.744,0.15440000000000076
2.74,0.18319999999999936
3.488,0.13040000000000074
2.115,0.20959999999999912
3.456,0.15600000000000058
1.687,0.27919999999999945
3.111,0.15520000000000067
1.611,0.20479999999999965
2.429,0.1344000000000003
3.091,0.15200000000000102
3.273,0.1728000000000014
1.638,0.1952000000000016
1.567,0.3119999999999994
3.767,0.13119999999999976
2.837,0.1728000000000005
3.822,0.13680000000000003
2.824,0.1791999999999998
3.535,0.12159999999999993
1.845,0.25680000000000014
2.243,0.2232000000000003
2.197,0.20000000000000018
3.308,0.16639999999999944
2.59,0.1871999999999998
3.688,0.1631999999999989
3.376,0.16640000000000033
2.557,0.16320000000000157
3.989,0.11520000000000064
2.39,0.2024000000000008
2.588,0.18879999999999963
1.997,0.22560000000000002
1.596,0.27200000000000113
3.768,0.1360000000000019
1.953,0.25120000000000076
3.781,0.19280000000000186
3.376,0.14720000000000066
1.475,0.3071999999999999
3.971,0.12960000000000083
2.822,0.1479999999999988
1.268,0.2320000000000002
1.852,0.22959999999999958
2.821,0.21279999999999877
3.572,0.13840000000000163
1.42,0.27999999999999936
2.883,0.17359999999999953
2.538,0.24960000000000093
3.171,0.18960000000000043
2.398,0.1880000000000015
3.957,0.15199999999999925
